country,timestamp,temperature_celsius,feels_like,humidity_percent,pressure_hpa,wind_speed_mps,weather_description,cloudiness_percent,latitude,longitude,hour,day_of_week,day_of_month,month,is_weekend,temp_lag_1,temp_lag_2,temp_lag_4,humidity_lag_1,pressure_lag_1,temp_rolling_mean_24h,temp_rolling_std_24h,temp_rolling_max_24h,temp_rolling_min_24h,temp_change_6h,target_temp_24h,city_Cancún,city_Guadalajara,city_Mexico City,city_Monterrey,city_Toluca
MX,2025-11-08 20:47:28.600730,31.09,38.09,71,1010,5.14,scattered clouds,40,21.1743,-86.8466,20,5,8,11,1,28.31,22.96,30.03,84.0,1013.0,26.57,3.808438000020478,31.09,22.96,2.780000000000001,29.96,True,False,False,False,False
MX,2025-11-09 02:47:28.588414,24.96,25.97,94,1014,0.0,light rain,20,21.1743,-86.8466,2,6,9,11,1,31.09,28.31,23.92,71.0,1010.0,26.830000000000002,3.5968412067627678,31.09,22.96,-6.129999999999999,24.96,True,False,False,False,False
MX,2025-11-09 08:47:28.592463,24.96,26.12,100,1012,0.0,moderate rain,40,21.1743,-86.8466,8,6,9,11,1,24.96,31.09,22.96,94.0,1014.0,27.33,2.9626452144437803,31.09,24.96,0.0,23.96,True,False,False,False,False
MX,2025-11-09 14:47:28.653528,29.98,35.99,74,1015,0.0,light rain,40,21.1743,-86.8466,14,6,9,11,1,24.96,24.96,28.31,100.0,1012.0,27.7475,3.2504704787666188,31.09,24.96,5.02,26.96,True,False,False,False,False
MX,2025-11-09 20:47:28.610853,29.96,34.02,66,1013,3.09,light rain,75,21.1743,-86.8466,20,6,9,11,1,29.98,24.96,31.09,74.0,1015.0,27.465000000000003,2.8925363725745323,29.98,24.96,-0.019999999999999574,25.54,True,False,False,False,False
MX,2025-11-10 02:47:28.561429,24.96,25.97,94,1017,0.0,light rain,40,21.1743,-86.8466,2,0,10,11,0,29.96,29.98,24.96,66.0,1013.0,27.465,2.8925363725745323,29.98,24.96,-5.0,24.96,True,False,False,False,False
MX,2025-11-10 08:47:28.630272,23.96,24.87,94,1016,1.03,scattered clouds,40,21.1743,-86.8466,8,0,10,11,0,24.96,29.96,24.96,94.0,1017.0,27.215000000000003,3.207298967459479,29.98,23.96,-1.0,22.96,True,False,False,False,False
MX,2025-11-10 14:47:28.630727,26.96,29.93,83,1019,1.03,light rain,75,21.1743,-86.8466,14,0,10,11,0,23.96,24.96,29.98,94.0,1016.0,26.46,2.64575131106459,29.96,23.96,3.0,23.31,True,False,False,False,False
MX,2025-11-10 20:47:28.629254,25.54,26.26,81,1018,2.68,moderate rain,100,21.1743,-86.8466,20,0,10,11,0,26.96,23.96,29.96,83.0,1019.0,25.355,1.2533023045804597,26.96,23.96,-1.4200000000000017,24.98,True,False,False,False,False
MX,2025-11-11 02:47:28.633444,24.96,25.21,65,1023,4.12,haze,100,21.1743,-86.8466,2,1,11,11,0,25.54,26.96,24.96,81.0,1018.0,25.355,1.2533023045804597,26.96,23.96,-0.5799999999999983,22.96,True,False,False,False,False
MX,2025-11-11 08:47:28.588278,22.96,23.09,68,1022,2.57,overcast clouds,100,21.1743,-86.8466,8,1,11,11,0,24.96,25.54,23.96,65.0,1023.0,25.105,1.6585435377664035,26.96,22.96,-2.0,21.96,True,False,False,False,False
MX,2025-11-11 14:47:28.592322,23.31,23.26,60,1024,3.13,broken clouds,75,21.1743,-86.8466,14,1,11,11,0,22.96,24.96,26.96,68.0,1022.0,24.192500000000003,1.2520216984275438,25.54,22.96,0.34999999999999787,22.76,True,False,False,False,False
MX,2025-11-11 20:47:28.582656,24.98,25.05,58,1020,3.13,haze,75,21.1743,-86.8466,20,1,11,11,0,23.31,22.96,25.54,60.0,1024.0,24.0525,1.0690611145611508,24.98,22.96,1.6700000000000017,22.2,True,False,False,False,False
MX,2025-11-12 02:47:28.627674,22.96,22.77,56,1023,2.57,light rain,100,21.1743,-86.8466,2,2,12,11,0,24.98,23.31,24.96,58.0,1020.0,23.552500000000002,0.9658631718140724,24.98,22.96,-2.0199999999999996,21.96,True,False,False,False,False
MX,2025-11-12 08:47:28.601525,21.96,21.88,64,1021,3.6,broken clouds,75,21.1743,-86.8466,8,2,12,11,0,22.96,24.98,22.96,56.0,1023.0,23.3025,1.2561415790693125,24.98,21.96,-1.0,22.96,True,False,False,False,False
MX,2025-11-12 14:47:28.614792,22.76,23.08,76,1022,0.45,overcast clouds,100,21.1743,-86.8466,14,2,12,11,0,21.96,22.96,23.31,64.0,1021.0,23.165000000000003,1.2848216478043746,24.98,21.96,0.8000000000000007,25.54,True,False,False,False,False
MX,2025-11-12 20:47:28.615077,22.2,22.7,85,1018,2.06,light rain,100,21.1743,-86.8466,20,2,12,11,0,22.76,21.96,24.98,76.0,1022.0,22.470000000000002,0.46804558182592226,22.96,21.96,-0.5600000000000023,25.54,True,False,False,False,False
MX,2025-11-13 02:47:28.551303,21.96,22.67,94,1019,0.0,light rain,100,21.1743,-86.8466,2,3,13,11,0,22.2,22.76,22.96,85.0,1018.0,22.22,0.37735924528240355,22.76,21.96,-0.23999999999999844,24.96,True,False,False,False,False
MX,2025-11-13 08:47:28.570539,22.96,23.77,94,1017,0.0,overcast clouds,100,21.1743,-86.8466,8,3,13,11,0,21.96,22.2,21.96,94.0,1019.0,22.470000000000002,0.46804558182592226,22.96,21.96,1.0,23.96,True,False,False,False,False
MX,2025-11-13 14:47:28.620716,25.54,26.24,80,1020,2.57,light rain,100,21.1743,-86.8466,14,3,13,11,0,22.96,21.96,22.76,94.0,1017.0,23.165,1.6397052580672582,25.54,21.96,2.5799999999999983,27.2,True,False,False,False,False
MX,2025-11-13 20:47:28.593381,25.54,26.21,79,1016,4.12,light rain,100,21.1743,-86.8466,20,3,13,11,0,25.54,22.96,22.2,80.0,1020.0,24.0,1.8244999314880939,25.54,21.96,0.0,27.2,True,False,False,False,False
MX,2025-11-14 02:47:28.603724,24.96,25.55,78,1018,2.06,light rain,75,21.1743,-86.8466,2,4,14,11,0,25.54,25.54,21.96,79.0,1016.0,24.75,1.22425487542425,25.54,22.96,-0.5799999999999983,22.96,True,False,False,False,False
MX,2025-11-14 08:47:28.602955,23.96,24.58,83,1016,1.54,few clouds,20,21.1743,-86.8466,8,4,14,11,0,24.96,25.54,22.96,78.0,1018.0,25.0,0.7452963616352279,25.54,23.96,-1.0,22.96,True,False,False,False,False
MX,2025-11-14 14:47:28.562220,27.2,29.39,72,1018,1.79,light rain,40,21.1743,-86.8466,14,4,14,11,0,23.96,24.96,25.54,83.0,1016.0,25.415,1.3571907259728457,27.2,23.96,3.2399999999999984,27.2,True,False,False,False,False
MX,2025-11-14 20:47:28.625213,27.2,29.48,73,1015,4.12,light rain,75,21.1743,-86.8466,20,4,14,11,0,27.2,23.96,25.54,72.0,1018.0,25.83,1.633768649472754,27.2,23.96,0.0,26.96,True,False,False,False,False
MX,2025-11-15 02:47:28.590563,22.96,23.77,94,1017,0.0,light rain,40,21.1743,-86.8466,2,5,15,11,1,27.2,27.2,24.96,73.0,1015.0,25.330000000000002,2.197544083744404,27.2,22.96,-4.239999999999998,23.96,True,False,False,False,False
MX,2025-11-15 08:47:28.600652,22.96,23.77,94,1014,1.54,light rain,75,21.1743,-86.8466,8,5,15,11,1,22.96,27.2,23.96,94.0,1017.0,25.08,2.4479651413640204,27.2,22.96,0.0,19.96,True,False,False,False,False
MX,2025-11-15 14:47:28.604894,27.2,29.98,78,1016,1.54,light rain,40,21.1743,-86.8466,14,5,15,11,1,22.96,22.96,27.2,94.0,1014.0,25.080000000000002,2.4479651413640204,27.2,22.96,4.239999999999998,23.96,True,False,False,False,False
MX,2025-11-15 20:47:28.634487,26.96,28.71,69,1013,3.09,scattered clouds,40,21.1743,-86.8466,20,5,15,11,1,27.2,22.96,27.2,78.0,1016.0,25.020000000000003,2.3807001771187757,27.2,22.96,-0.23999999999999844,26.96,True,False,False,False,False
MX,2025-11-16 02:47:28.602476,23.96,24.45,78,1014,0.0,scattered clouds,40,21.1743,-86.8466,2,6,16,11,1,26.96,27.2,22.96,69.0,1013.0,25.27,2.1317598363793313,27.2,22.96,-3.0,22.81,True,False,False,False,False
MX,2025-11-16 08:47:28.574486,19.96,20.47,94,1013,0.0,few clouds,20,21.1743,-86.8466,8,6,16,11,1,23.96,26.96,22.96,78.0,1014.0,24.520000000000003,3.378520386204595,27.2,19.96,-4.0,19.96,True,False,False,False,False
MX,2025-11-16 14:47:28.579346,23.96,24.58,83,1015,1.54,few clouds,20,21.1743,-86.8466,14,6,16,11,1,19.96,23.96,27.2,94.0,1013.0,23.71,2.872281323269025,26.96,19.96,4.0,24.96,True,False,False,False,False
MX,2025-11-16 20:47:28.614488,26.96,28.71,69,1011,0.0,scattered clouds,40,21.1743,-86.8466,20,6,16,11,1,23.96,19.96,26.96,83.0,1015.0,23.71,2.872281323269025,26.96,19.96,3.0,28.87,True,False,False,False,False
MX,2025-11-17 02:47:28.581391,22.81,23.6,94,1014,2.68,scattered clouds,43,21.1743,-86.8466,2,0,17,11,0,26.96,23.96,23.96,69.0,1011.0,23.4225,2.8963698543751972,26.96,19.96,-4.150000000000002,23.96,True,False,False,False,False
MX,2025-11-17 08:47:28.697388,19.96,20.62,100,1013,0.0,clear sky,0,21.1743,-86.8466,8,0,17,11,0,22.81,26.96,19.96,94.0,1014.0,23.4225,2.8963698543751972,26.96,19.96,-2.849999999999998,19.96,True,False,False,False,False
MX,2025-11-17 14:47:28.611686,24.96,25.68,83,1015,0.0,clear sky,0,21.1743,-86.8466,14,0,17,11,0,19.96,22.81,23.96,100.0,1013.0,23.6725,2.9995485771473565,26.96,19.96,5.0,25.96,True,False,False,False,False
MX,2025-11-17 20:47:28.596053,28.87,31.92,67,1013,4.63,broken clouds,75,21.1743,-86.8466,20,0,17,11,0,24.96,19.96,26.96,83.0,1015.0,24.15,3.7543841039510144,28.87,19.96,3.91,27.96,True,False,False,False,False
MX,2025-11-18 02:47:28.596622,23.96,24.71,88,1016,1.03,broken clouds,75,21.1743,-86.8466,2,1,18,11,0,28.87,24.96,22.81,67.0,1013.0,24.4375,3.6604223344672566,28.87,19.96,-4.91,21.96,True,False,False,False,False
MX,2025-11-18 08:47:28.627097,19.96,20.62,100,1015,0.0,clear sky,0,21.1743,-86.8466,8,1,18,11,0,23.96,28.87,19.96,88.0,1016.0,24.4375,3.6604223344672566,28.87,19.96,-4.0,19.96,True,False,False,False,False
MX,2025-11-18 14:47:28.607383,25.96,25.96,83,1018,0.0,broken clouds,75,21.1743,-86.8466,14,1,18,11,0,19.96,23.96,24.96,100.0,1015.0,24.6875,3.741259814554457,28.87,19.96,6.0,27.76,True,False,False,False,False
MX,2025-11-18 20:47:28.580352,27.96,29.96,65,1015,2.06,scattered clouds,40,21.1743,-86.8466,20,1,18,11,0,25.96,19.96,28.87,83.0,1018.0,24.46,3.415650255319874,27.96,19.96,2.0,28.87,True,False,False,False,False
MX,2025-11-19 02:47:28.609500,21.96,22.67,94,1018,0.0,scattered clouds,40,21.1743,-86.8466,2,2,19,11,0,27.96,25.96,23.96,65.0,1015.0,23.96,3.6514837167011156,27.96,19.96,-6.0,23.96,True,False,False,False,False
MX,2025-11-19 08:47:28.592594,19.96,20.47,94,1016,0.0,clear sky,0,21.1743,-86.8466,8,2,19,11,0,21.96,27.96,19.96,94.0,1018.0,23.96,3.6514837167011156,27.96,19.96,-2.0,21.7,True,False,False,False,False
MX,2025-11-19 14:47:28.629643,27.76,30.96,76,1019,0.0,broken clouds,75,21.1743,-86.8466,14,2,19,11,0,19.96,21.96,25.96,94.0,1016.0,24.41,4.067349669420296,27.96,19.96,7.800000000000001,25.96,True,False,False,False,False
MX,2025-11-19 20:47:28.601055,28.87,32.99,73,1015,0.89,overcast clouds,100,21.1743,-86.8466,20,2,19,11,0,27.76,19.96,27.96,76.0,1019.0,24.637500000000003,4.347875918192703,28.87,19.96,1.1099999999999994,27.96,True,False,False,False,False
MX,2025-11-20 02:47:28.601118,23.96,24.87,94,1017,0.0,clear sky,0,21.1743,-86.8466,2,3,20,11,0,28.87,27.76,21.96,73.0,1015.0,25.1375,4.0415374549792356,28.87,19.96,-4.91,25.96,True,False,False,False,False
MX,2025-11-20 08:47:28.658302,21.7,22.54,100,1016,2.27,clear sky,3,21.1743,-86.8466,8,3,20,11,0,23.96,28.87,19.96,94.0,1017.0,25.5725,3.3294181173292174,28.87,21.7,-2.2600000000000016,25.96,True,False,False,False,False
MX,2025-11-20 14:47:28.641278,25.96,25.96,94,1017,0.0,light rain,20,21.1743,-86.8466,14,3,20,11,0,21.7,23.96,27.76,100.0,1016.0,25.1225,3.0446715750635645,28.87,21.7,4.260000000000002,28.87,True,False,False,False,False
MX,2025-11-20 20:47:28.661071,27.96,31.13,74,1014,5.14,scattered clouds,40,21.1743,-86.8466,20,3,20,11,0,25.96,21.7,28.87,94.0,1017.0,24.895000000000003,2.683946099806536,27.96,21.7,2.0,28.92,True,False,False,False,False
MX,2025-11-21 02:47:28.613192,25.96,25.96,73,1016,3.6,scattered clouds,40,21.1743,-86.8466,2,4,21,11,0,27.96,25.96,23.96,74.0,1014.0,25.395,2.637593600234888,27.96,21.7,-2.0,25.96,True,False,False,False,False
MX,2025-11-21 08:47:28.602549,25.96,25.96,73,1015,2.06,broken clouds,75,21.1743,-86.8466,8,4,21,11,0,25.96,27.96,21.7,73.0,1016.0,26.46,1.000000000000003,27.96,25.96,0.0,23.92,True,False,False,False,False
MX,2025-11-21 14:47:28.581260,28.87,32.45,70,1017,2.57,scattered clouds,40,21.1743,-86.8466,14,4,21,11,0,25.96,25.96,25.96,73.0,1015.0,27.1875,1.465273012103886,28.87,25.96,2.91,25.96,True,False,False,False,False
MX,2025-11-21 20:47:28.616362,28.92,32.55,70,1014,3.73,light rain,38,21.1743,-86.8466,20,4,21,11,0,28.87,25.96,27.96,70.0,1017.0,27.427500000000002,1.6946459807287155,28.92,25.96,0.05000000000000071,27.96,True,False,False,False,False
MX,2025-11-22 02:47:28.619188,25.96,25.96,78,1016,2.57,few clouds,20,21.1743,-86.8466,2,5,22,11,1,28.92,28.87,25.96,70.0,1014.0,27.427500000000002,1.6946459807287155,28.92,25.96,-2.960000000000001,21.96,True,False,False,False,False
MX,2025-11-22 08:47:28.601847,23.92,24.4,78,1015,2.97,scattered clouds,40,21.1743,-86.8466,8,5,22,11,1,25.96,28.92,25.96,78.0,1016.0,26.9175,2.430642919064831,28.92,23.92,-2.039999999999999,19.96,True,False,False,False,False
MX,2025-11-22 14:47:28.629900,25.96,25.96,73,1018,0.0,clear sky,0,21.1743,-86.8466,14,5,22,11,1,23.92,25.96,28.87,78.0,1015.0,26.190000000000005,2.058446015809018,28.92,23.92,2.039999999999999,28.31,True,False,False,False,False
MX,2025-11-22 20:47:28.579356,27.96,29.96,65,1015,0.0,broken clouds,75,21.1743,-86.8466,20,5,22,11,1,25.96,23.92,28.92,73.0,1018.0,25.95,1.6493635136015432,27.96,23.92,2.0,27.96,True,False,False,False,False
MX,2025-11-23 02:47:28.621862,21.96,22.51,88,1018,0.0,few clouds,20,21.1743,-86.8466,2,6,23,11,1,27.96,25.96,25.96,65.0,1015.0,24.950000000000003,2.587225025646858,27.96,21.96,-6.0,25.03,True,False,False,False,False
MX,2025-11-23 08:47:28.575165,19.96,20.31,88,1016,0.0,clear sky,0,21.1743,-86.8466,8,6,23,11,1,21.96,27.96,23.92,88.0,1018.0,23.96,3.6514837167011183,27.96,19.96,-2.0,23.96,True,False,False,False,False
MX,2025-11-23 14:47:28.585142,28.31,30.3,63,1018,0.89,scattered clouds,40,21.1743,-86.8466,14,6,23,11,1,19.96,21.96,25.96,88.0,1016.0,24.5475,4.22460550426507,28.31,19.96,8.349999999999998,27.76,True,False,False,False,False
MX,2025-11-23 20:47:28.615283,27.96,30.46,69,1015,2.06,broken clouds,75,21.1743,-86.8466,20,6,23,11,1,28.31,19.96,27.96,63.0,1018.0,24.5475,4.22460550426507,28.31,19.96,-0.34999999999999787,27.96,True,False,False,False,False
MX,2025-11-24 02:47:28.553743,25.03,25.63,78,1017,3.28,clear sky,0,21.1743,-86.8466,2,0,24,11,0,27.96,28.31,21.96,69.0,1015.0,25.314999999999998,3.861057713459708,28.31,19.96,-2.9299999999999997,24.96,True,False,False,False,False
MX,2025-11-24 08:47:28.646858,23.96,24.58,83,1015,0.0,few clouds,20,21.1743,-86.8466,8,0,24,11,0,25.03,27.96,19.96,78.0,1017.0,26.315,2.1512244575280093,28.31,23.96,-1.0700000000000003,25.59,True,False,False,False,False
MX,2025-11-24 14:47:28.617108,27.76,30.33,71,1017,3.09,scattered clouds,40,21.1743,-86.8466,14,0,24,11,0,23.96,25.03,28.31,83.0,1015.0,26.177500000000002,1.9929605281256038,27.96,23.96,3.8000000000000007,28.31,True,False,False,False,False
MX,2025-11-24 20:47:28.574030,27.96,29.5,61,1014,4.12,scattered clouds,40,21.1743,-86.8466,20,0,24,11,0,27.76,23.96,27.96,71.0,1017.0,26.177500000000002,1.9929605281256038,27.96,23.96,0.1999999999999993,29.98,True,False,False,False,False
MX,2025-11-25 02:47:28.619367,24.96,25.55,78,1016,2.06,few clouds,20,21.1743,-86.8466,2,1,25,11,0,27.96,27.76,25.03,61.0,1014.0,26.160000000000004,2.006655592438993,27.96,23.96,-3.0,25.96,True,False,False,False,False
MX,2025-11-25 08:47:28.618663,25.59,26.24,78,1014,4.03,clear sky,9,21.1743,-86.8466,8,1,25,11,0,24.96,27.96,23.96,78.0,1016.0,26.5675,1.516649267299466,27.96,24.96,0.629999999999999,23.96,True,False,False,False,False
MX,2025-11-25 14:47:28.603265,28.31,31.13,69,1016,2.57,few clouds,20,21.1743,-86.8466,14,1,25,11,0,25.59,24.96,27.76,78.0,1014.0,26.705,1.6772298590235035,28.31,24.96,2.719999999999999,28.31,True,False,False,False,False
MX,2025-11-25 20:47:28.611424,29.98,33.84,65,1014,5.66,scattered clouds,40,21.1743,-86.8466,20,1,25,11,0,28.31,25.59,27.96,69.0,1016.0,27.21,2.3501631149064224,29.98,24.96,1.6700000000000017,28.96,True,False,False,False,False
MX,2025-11-26 02:47:28.598219,25.96,25.96,83,1016,0.0,few clouds,20,21.1743,-86.8466,2,2,26,11,0,29.98,28.31,24.96,65.0,1014.0,27.459999999999997,2.0671881062609305,29.98,25.59,-4.02,24.96,True,False,False,False,False
MX,2025-11-26 08:47:28.576267,23.96,24.71,88,1015,0.0,few clouds,20,21.1743,-86.8466,8,2,26,11,0,25.96,29.98,25.59,83.0,1016.0,27.052500000000002,2.639992108574063,29.98,23.96,-2.0,21.96,True,False,False,False,False
MX,2025-11-26 14:47:28.625770,28.31,32.38,77,1017,0.0,few clouds,20,21.1743,-86.8466,14,2,26,11,0,23.96,25.96,28.31,88.0,1015.0,27.052500000000002,2.639992108574063,29.98,23.96,4.349999999999998,24.96,True,False,False,False,False
MX,2025-11-26 20:47:28.596853,28.96,32.64,70,1015,3.09,broken clouds,75,21.1743,-86.8466,20,2,26,11,0,28.31,23.96,29.98,77.0,1017.0,26.7975,2.288877090045102,28.96,23.96,0.6500000000000021,23.96,True,False,False,False,False
MX,2025-11-27 02:47:28.593325,24.96,25.81,88,1017,0.0,broken clouds,75,21.1743,-86.8466,2,3,27,11,0,28.96,28.31,25.96,70.0,1015.0,26.5475,2.459124166581808,28.96,23.96,-4.0,21.96,True,False,False,False,False
MX,2025-11-27 08:47:28.657812,21.96,22.67,94,1016,1.54,scattered clouds,40,21.1743,-86.8466,8,3,27,11,0,24.96,28.96,23.96,88.0,1017.0,26.0475,3.2399524173460765,28.96,21.96,-3.0,21.96,True,False,False,False,False
MX,2025-11-27 14:47:28.615653,24.96,25.97,94,1019,0.0,broken clouds,75,21.1743,-86.8466,14,3,27,11,0,21.96,24.96,28.31,94.0,1016.0,25.21,2.872281323269022,28.96,21.96,3.0,24.98,True,False,False,False,False
MX,2025-11-27 20:47:28.664532,23.96,24.71,88,1016,0.0,thunderstorm with light rain,100,21.1743,-86.8466,20,3,27,11,0,24.96,21.96,28.96,94.0,1019.0,23.96,1.4142135623731231,24.96,21.96,-1.0,24.98,True,False,False,False,False
MX,2025-11-28 02:47:28.575225,21.96,22.82,100,1019,0.0,moderate rain,40,21.1743,-86.8466,2,4,28,11,0,23.96,24.96,24.96,88.0,1016.0,23.21,1.500000000000034,24.96,21.96,-2.0,22.96,True,False,False,False,False
MX,2025-11-28 08:47:28.606756,21.96,22.67,94,1017,0.0,light rain,20,21.1743,-86.8466,8,4,28,11,0,21.96,23.96,21.96,100.0,1019.0,23.21,1.500000000000034,24.96,21.96,0.0,21.96,True,False,False,False,False
MX,2025-11-28 14:47:28.561344,24.98,25.36,70,1021,3.09,haze,75,21.1743,-86.8466,14,4,28,11,0,21.96,21.96,24.96,94.0,1017.0,23.215,1.5077908785151324,24.98,21.96,3.0199999999999996,21.96,True,False,False,False,False
MX,2025-11-28 20:47:28.612675,24.98,25.23,65,1018,4.12,broken clouds,75,21.1743,-86.8466,20,4,28,11,0,24.98,21.96,23.96,70.0,1021.0,23.47,1.7435978129526972,24.98,21.96,0.0,26.96,True,False,False,False,False
MX,2025-11-29 02:47:28.639057,22.96,23.09,68,1019,3.09,scattered clouds,40,21.1743,-86.8466,2,5,29,11,1,24.98,24.98,21.96,65.0,1018.0,23.72,1.5111143790814632,24.98,21.96,-2.0199999999999996,21.96,True,False,False,False,False
MX,2025-11-29 08:47:28.594372,21.96,22.12,73,1018,0.0,broken clouds,75,21.1743,-86.8466,8,5,29,11,1,22.96,24.98,21.96,68.0,1019.0,23.72,1.5111143790814632,24.98,21.96,-1.0,20.96,True,False,False,False,False
MX,2025-11-29 14:47:28.617999,21.96,22.51,88,1019,0.0,scattered clouds,40,21.1743,-86.8466,14,5,29,11,1,21.96,22.96,24.98,73.0,1018.0,22.965,1.4236455551389093,24.98,21.96,0.0,23.31,True,False,False,False,False
MX,2025-11-29 20:47:28.568369,26.96,28.71,69,1015,2.57,light rain,75,21.1743,-86.8466,20,5,29,11,1,21.96,21.96,24.98,88.0,1019.0,23.46,2.380476142847636,26.96,21.96,5.0,28.96,True,False,False,False,False
MX,2025-11-30 02:47:28.661015,21.96,22.82,100,1017,0.0,few clouds,20,21.1743,-86.8466,2,6,30,11,1,26.96,21.96,22.96,69.0,1015.0,23.21,2.5000000000000204,26.96,21.96,-5.0,22.96,True,False,False,False,False
MX,2025-11-30 08:47:28.603005,20.96,21.72,100,1015,0.0,few clouds,20,21.1743,-86.8466,8,6,30,11,1,21.96,26.96,21.96,100.0,1017.0,22.96,2.7080128015453404,26.96,20.96,-1.0,21.96,True,False,False,False,False
MX,2025-11-30 14:47:28.610028,23.31,24.15,94,1016,0.45,light rain,40,21.1743,-86.8466,14,6,30,11,1,20.96,21.96,21.96,100.0,1015.0,23.2975,2.6246825204838458,26.96,20.96,2.349999999999998,26.65,True,False,False,False,False
MX,2025-11-30 20:47:28.604745,28.96,32.64,70,1013,0.0,light rain,40,21.1743,-86.8466,20,6,30,11,1,23.31,20.96,26.96,94.0,1016.0,23.7975,3.573834308787518,28.96,20.96,5.650000000000002,28.96,True,False,False,False,False
MX,2025-12-01 02:47:28.573042,22.96,23.77,94,1016,0.0,light rain,20,21.1743,-86.8466,2,0,1,12,0,28.96,23.31,21.96,70.0,1013.0,24.0475,3.434718571683385,28.96,20.96,-6.0,23.96,True,False,False,False,False
MX,2025-12-01 08:47:28.682291,21.96,22.67,94,1015,0.0,few clouds,20,21.1743,-86.8466,8,0,1,12,0,22.96,28.96,20.96,94.0,1016.0,24.2975,3.160531337185792,28.96,21.96,-1.0,21.96,True,False,False,False,False
MX,2025-12-01 14:47:28.570193,26.65,26.65,83,1017,2.06,scattered clouds,40,21.1743,-86.8466,14,0,1,12,0,21.96,22.96,23.31,94.0,1015.0,25.1325,3.2525413141111756,28.96,21.96,4.689999999999998,23.96,True,False,False,False,False
MX,2025-12-01 20:47:28.574366,28.96,31.76,65,1012,3.09,scattered clouds,40,21.1743,-86.8466,20,0,1,12,0,26.65,21.96,28.96,83.0,1017.0,25.1325,3.2525413141111756,28.96,21.96,2.3100000000000023,23.96,True,False,False,False,False
MX,2025-11-06 08:47:28.553398,11.59,9.8,38,1019,1.23,clear sky,2,20.6667,-103.3333,8,3,6,11,0,15.87,25.87,25.87,44.0,1019.0,19.8,7.223544836159046,25.87,11.59,-4.279999999999999,8.87,False,True,False,False,False
MX,2025-11-06 14:47:28.582949,8.87,8.87,81,1021,0.0,clear sky,0,20.6667,-103.3333,14,3,6,11,0,11.59,15.87,25.87,38.0,1019.0,15.55,7.458972225894577,25.87,8.87,-2.7200000000000006,8.87,False,True,False,False,False
